split,image_name,year,category,n_objects
Train,0306_2018.jpg,2018,Empty,0
Train,0308_2010.jpg,2010,Empty,0
Train,0308_2018.jpg,2018,Empty,0
Train,0309_2010.jpg,2010,Empty,0
Train,0309_2018.jpg,2018,Empty,0
Train,0310_2010.jpg,2010,Empty,0
Train,0311_2010.jpg,2010,Empty,0
Train,0311_2018.jpg,2018,Empty,0
Train,0312_2010.jpg,2010,Empty,0
Train,0312_2018.jpg,2018,Empty,0
Train,0313_2010.jpg,2010,NOMBO-only,1
Train,0313_2018.jpg,2018,Empty,0
Train,0314_2010.jpg,2010,NOMBO-only,1
Train,0314_2018.jpg,2018,Empty,0
Train,0315_2010.jpg,2010,Mixed,2
Train,0315_2018.jpg,2018,Empty,0
Train,0316_2010.jpg,2010,Mixed,2
Train,0316_2018.jpg,2018,Empty,0
Train,0317_2010.jpg,2010,NOMBO-only,1
Train,0317_2018.jpg,2018,Empty,0
Train,0318_2010.jpg,2010,NOMBO-only,1
Train,0318_2018.jpg,2018,Empty,0
Train,0319_2010.jpg,2010,Empty,0
Train,0320_2010.jpg,2010,Empty,0
Train,0320_2018.jpg,2018,NOMBO-only,1
Train,0322_2018.jpg,2018,Empty,0
Train,0324_2010.jpg,2010,Mixed,2
Train,0325_2010.jpg,2010,Mixed,2
Train,0325_2018.jpg,2018,NOMBO-only,1
Train,0326_2010.jpg,2010,Empty,0
Train,0326_2018.jpg,2018,Empty,0
Train,0327_2018.jpg,2018,Empty,0
Train,0328_2018.jpg,2018,MILCO-only,1
Train,0331_2018.jpg,2018,MILCO-only,2
Train,0332_2010.jpg,2010,Empty,0
Train,0333_2018.jpg,2018,MILCO-only,2
Train,0334_2010.jpg,2010,Empty,0
Train,0334_2018.jpg,2018,MILCO-only,1
Train,0335_2010.jpg,2010,Empty,0
Train,0335_2018.jpg,2018,MILCO-only,1
Train,0336_2018.jpg,2018,MILCO-only,2
Train,0337_2010.jpg,2010,Empty,0
Train,0338_2018.jpg,2018,Empty,0
Train,0339_2010.jpg,2010,MILCO-only,1
Train,0340_2018.jpg,2018,MILCO-only,1
Train,0341_2010.jpg,2010,Empty,0
Train,0341_2018.jpg,2018,MILCO-only,1
Train,0342_2018.jpg,2018,MILCO-only,1
Train,0343_2018.jpg,2018,MILCO-only,1
Train,0344_2010.jpg,2010,Empty,0
Train,0345_2010.jpg,2010,Empty,0
Train,0345_2018.jpg,2018,Mixed,2
Train,0346_2018.jpg,2018,Empty,0
Train,0347_2018.jpg,2018,Empty,0
Train,0348_2018.jpg,2018,Empty,0
Train,0349_2018.jpg,2018,Empty,0
Train,0350_2018.jpg,2018,Empty,0
Train,0351_2018.jpg,2018,Empty,0
Train,0352_2018.jpg,2018,Empty,0
Train,0356_2018.jpg,2018,Empty,0
Train,0357_2018.jpg,2018,Empty,0
Train,0358_2018.jpg,2018,MILCO-only,3
Train,0359_2018.jpg,2018,MILCO-only,3
Train,0360_2018.jpg,2018,Empty,0
Train,0361_2018.jpg,2018,Empty,0
Train,0362_2018.jpg,2018,MILCO-only,1
Train,0364_2018.jpg,2018,MILCO-only,1
Train,0365_2018.jpg,2018,Mixed,3
Train,0366_2018.jpg,2018,Mixed,3
Train,0368_2018.jpg,2018,MILCO-only,2
Train,0370_2018.jpg,2018,MILCO-only,1
Train,0371_2018.jpg,2018,MILCO-only,1
Train,0373_2018.jpg,2018,MILCO-only,1
Train,0377_2018.jpg,2018,MILCO-only,1
Train,0378_2018.jpg,2018,MILCO-only,1
Train,0379_2018.jpg,2018,MILCO-only,1
Train,0380_2018.jpg,2018,Empty,0
Train,0381_2018.jpg,2018,Empty,0
Train,0383_2018.jpg,2018,Empty,0
Train,0385_2018.jpg,2018,Empty,0
Train,0386_2018.jpg,2018,Empty,0
Train,0387_2018.jpg,2018,MILCO-only,1
Train,0388_2018.jpg,2018,MILCO-only,1
Train,0389_2018.jpg,2018,MILCO-only,1
Train,0392_2018.jpg,2018,Empty,0
Train,0393_2018.jpg,2018,Empty,0
Train,0394_2018.jpg,2018,Empty,0
Train,0395_2018.jpg,2018,Empty,0
Train,0396_2018.jpg,2018,Empty,0
Train,0398_2018.jpg,2018,Empty,0
Train,0400_2018.jpg,2018,Empty,0
Train,0401_2018.jpg,2018,Empty,0
Train,0402_2018.jpg,2018,Empty,0
Train,0403_2018.jpg,2018,Empty,0
Train,0404_2018.jpg,2018,Mixed,2
Train,0405_2018.jpg,2018,Empty,0
Train,0408_2018.jpg,2018,Empty,0
Train,0410_2018.jpg,2018,Empty,0
Train,0411_2018.jpg,2018,Empty,0
Train,0412_2018.jpg,2018,MILCO-only,1
Train,0413_2018.jpg,2018,MILCO-only,1
Train,0414_2018.jpg,2018,NOMBO-only,1
Train,0415_2018.jpg,2018,NOMBO-only,1
Train,0417_2018.jpg,2018,Empty,0
Train,0418_2018.jpg,2018,Empty,0
Train,0419_2018.jpg,2018,Empty,0
Train,0420_2018.jpg,2018,Empty,0
Train,0421_2018.jpg,2018,Empty,0
Train,0423_2018.jpg,2018,Empty,0
Train,0425_2018.jpg,2018,Empty,0
Train,0427_2018.jpg,2018,NOMBO-only,1
Train,0428_2018.jpg,2018,MILCO-only,1
Train,0429_2018.jpg,2018,MILCO-only,1
Train,0431_2018.jpg,2018,Empty,0
Train,0434_2018.jpg,2018,Mixed,2
Train,0436_2018.jpg,2018,MILCO-only,1
Train,0437_2018.jpg,2018,MILCO-only,1
Train,0438_2018.jpg,2018,Empty,0
Train,0439_2018.jpg,2018,Empty,0
Train,0440_2018.jpg,2018,NOMBO-only,1
Train,0441_2018.jpg,2018,MILCO-only,2
Train,0442_2018.jpg,2018,MILCO-only,2
Train,0443_2018.jpg,2018,MILCO-only,1
Train,0444_2018.jpg,2018,MILCO-only,1
Train,0445_2018.jpg,2018,MILCO-only,1
Train,0446_2018.jpg,2018,Empty,0
Train,0448_2018.jpg,2018,Empty,0
Train,0451_2018.jpg,2018,MILCO-only,1
Train,0453_2018.jpg,2018,NOMBO-only,1
Train,0455_2018.jpg,2018,MILCO-only,2
Train,0456_2018.jpg,2018,NOMBO-only,1
Train,0457_2018.jpg,2018,NOMBO-only,1
Train,0458_2018.jpg,2018,NOMBO-only,2
Train,0459_2018.jpg,2018,NOMBO-only,1
Train,0460_2018.jpg,2018,NOMBO-only,3
Train,0461_2018.jpg,2018,NOMBO-only,2
Train,0464_2018.jpg,2018,MILCO-only,1
Train,0465_2018.jpg,2018,Empty,0
Train,0466_2018.jpg,2018,Empty,0
Train,0467_2018.jpg,2018,Empty,0
Train,0468_2018.jpg,2018,Empty,0
Train,0469_2018.jpg,2018,Empty,0
Train,0470_2018.jpg,2018,Empty,0
Train,0471_2018.jpg,2018,Empty,0
Train,0472_2018.jpg,2018,Empty,0
Train,0473_2018.jpg,2018,Empty,0
Train,0476_2018.jpg,2018,Empty,0
Train,0479_2018.jpg,2018,Empty,0
Train,0480_2018.jpg,2018,Empty,0
Train,0481_2018.jpg,2018,NOMBO-only,1
Train,0482_2018.jpg,2018,Empty,0
Train,0484_2018.jpg,2018,Empty,0
Train,0485_2018.jpg,2018,Empty,0
Train,0486_2018.jpg,2018,Empty,0
Train,0488_2018.jpg,2018,Empty,0
Train,0489_2018.jpg,2018,Empty,0
Train,0490_2018.jpg,2018,Empty,0
Train,0491_2018.jpg,2018,Empty,0
Train,0493_2018.jpg,2018,Empty,0
Train,0496_2018.jpg,2018,Empty,0
Train,0497_2018.jpg,2018,Empty,0
Train,0499_2018.jpg,2018,Empty,0
Train,0500_2018.jpg,2018,Empty,0
Train,0503_2018.jpg,2018,Empty,0
Train,0504_2018.jpg,2018,Empty,0
Train,0505_2018.jpg,2018,Empty,0
Train,0506_2018.jpg,2018,Empty,0
Train,0509_2018.jpg,2018,Empty,0
Train,0512_2018.jpg,2018,Empty,0
Train,0515_2018.jpg,2018,Empty,0
Train,0517_2018.jpg,2018,MILCO-only,2
Train,0518_2018.jpg,2018,Empty,0
Train,0519_2018.jpg,2018,Empty,0
Train,0522_2018.jpg,2018,Empty,0
Train,0523_2018.jpg,2018,Empty,0
Train,0524_2018.jpg,2018,Empty,0
Train,0525_2018.jpg,2018,Empty,0
Train,0527_2018.jpg,2018,Empty,0
Train,0528_2018.jpg,2018,Empty,0
Train,0530_2018.jpg,2018,Empty,0
Train,0531_2018.jpg,2018,Empty,0
Train,0532_2018.jpg,2018,Empty,0
Train,0533_2018.jpg,2018,Empty,0
Train,0536_2018.jpg,2018,Empty,0
Train,0537_2018.jpg,2018,Empty,0
Train,0538_2018.jpg,2018,Empty,0
Train,0539_2018.jpg,2018,Empty,0
Train,0542_2018.jpg,2018,Empty,0
Train,0544_2018.jpg,2018,Empty,0
Train,0545_2018.jpg,2018,Empty,0
Train,0546_2018.jpg,2018,Empty,0
Train,0547_2018.jpg,2018,Empty,0
Train,0551_2018.jpg,2018,Empty,0
Train,0554_2018.jpg,2018,Empty,0
Train,0555_2018.jpg,2018,Empty,0
Train,0556_2018.jpg,2018,Empty,0
Train,0558_2018.jpg,2018,Empty,0
Train,0559_2018.jpg,2018,Empty,0
Train,0560_2018.jpg,2018,Empty,0
Train,0561_2018.jpg,2018,Empty,0
Train,0562_2018.jpg,2018,Empty,0
Validation,0001_2015.jpg,2015,Mixed,6
Validation,0001_2017.jpg,2017,MILCO-only,1
Validation,0003_2021.jpg,2021,MILCO-only,2
Validation,0004_2010.jpg,2010,Empty,0
Validation,0005_2015.jpg,2015,Mixed,5
Validation,0007_2015.jpg,2015,MILCO-only,7
Validation,0009_2010.jpg,2010,Empty,0
Validation,0011_2010.jpg,2010,Empty,0
Validation,0012_2021.jpg,2021,MILCO-only,2
Validation,0013_2018.jpg,2018,Empty,0
Validation,0014_2010.jpg,2010,Empty,0
Validation,0014_2018.jpg,2018,Empty,0
Validation,0015_2010.jpg,2010,Empty,0
Validation,0016_2015.jpg,2015,Mixed,3
Validation,0017_2018.jpg,2018,Empty,0
Validation,0017_2021.jpg,2021,Empty,0
Validation,0019_2018.jpg,2018,Empty,0
Validation,0022_2018.jpg,2018,MILCO-only,1
Validation,0024_2010.jpg,2010,Empty,0
Validation,0024_2017.jpg,2017,Empty,0
Validation,0025_2018.jpg,2018,Empty,0
Validation,0025_2021.jpg,2021,Empty,0
Validation,0026_2015.jpg,2015,Mixed,3
Validation,0028_2015.jpg,2015,Mixed,3
Validation,0030_2015.jpg,2015,MILCO-only,3
Validation,0030_2021.jpg,2021,Empty,0
Validation,0031_2015.jpg,2015,MILCO-only,1
Validation,0031_2017.jpg,2017,Empty,0
Validation,0032_2018.jpg,2018,Empty,0
Validation,0033_2010.jpg,2010,Empty,0
Validation,0033_2018.jpg,2018,Empty,0
Validation,0036_2015.jpg,2015,MILCO-only,1
Validation,0037_2015.jpg,2015,MILCO-only,1
Validation,0039_2010.jpg,2010,Empty,0
Validation,0040_2010.jpg,2010,Empty,0
Validation,0041_2010.jpg,2010,Empty,0
Validation,0041_2018.jpg,2018,Empty,0
Validation,0042_2015.jpg,2015,MILCO-only,1
Validation,0043_2015.jpg,2015,MILCO-only,2
Validation,0045_2018.jpg,2018,Empty,0
Validation,0047_2015.jpg,2015,MILCO-only,1
Validation,0050_2015.jpg,2015,Mixed,7
Validation,0051_2015.jpg,2015,Mixed,8
Validation,0059_2017.jpg,2017,Empty,0
Validation,0060_2010.jpg,2010,Empty,0
Validation,0061_2017.jpg,2017,Empty,0
Validation,0062_2015.jpg,2015,Mixed,6
Validation,0062_2018.jpg,2018,Empty,0
Validation,0064_2017.jpg,2017,Empty,0
Validation,0064_2018.jpg,2018,Empty,0
Validation,0068_2010.jpg,2010,Empty,0
Validation,0068_2015.jpg,2015,NOMBO-only,3
Validation,0072_2010.jpg,2010,Empty,0
Validation,0072_2015.jpg,2015,NOMBO-only,4
Validation,0073_2017.jpg,2017,Empty,0
Validation,0078_2018.jpg,2018,Empty,0
Validation,0079_2015.jpg,2015,MILCO-only,4
Validation,0080_2015.jpg,2015,MILCO-only,2
Validation,0082_2010.jpg,2010,Empty,0
Validation,0083_2017.jpg,2017,Empty,0
Validation,0084_2015.jpg,2015,MILCO-only,2
Validation,0085_2010.jpg,2010,Empty,0
Validation,0089_2010.jpg,2010,Empty,0
Validation,0089_2015.jpg,2015,Mixed,3
Validation,0090_2017.jpg,2017,Empty,0
Validation,0090_2018.jpg,2018,Empty,0
Validation,0093_2015.jpg,2015,MILCO-only,1
Validation,0093_2017.jpg,2017,Empty,0
Validation,0094_2010.jpg,2010,Empty,0
Validation,0096_2015.jpg,2015,MILCO-only,1
Validation,0097_2015.jpg,2015,MILCO-only,1
Validation,0099_2010.jpg,2010,Empty,0
Validation,0101_2015.jpg,2015,NOMBO-only,1
Validation,0110_2015.jpg,2015,Mixed,6
Validation,0116_2010.jpg,2010,Empty,0
Validation,0116_2018.jpg,2018,Empty,0
Validation,0122_2010.jpg,2010,Empty,0
Validation,0130_2010.jpg,2010,Empty,0
Validation,0151_2018.jpg,2018,Empty,0
Validation,0154_2010.jpg,2010,Empty,0
Validation,0154_2018.jpg,2018,Empty,0
Validation,0155_2010.jpg,2010,Empty,0
Validation,0155_2018.jpg,2018,Empty,0
Validation,0160_2018.jpg,2018,Empty,0
Validation,0161_2010.jpg,2010,Empty,0
Validation,0162_2010.jpg,2010,Empty,0
Validation,0165_2010.jpg,2010,Empty,0
Validation,0169_2010.jpg,2010,Empty,0
Validation,0171_2010.jpg,2010,Empty,0
Validation,0172_2010.jpg,2010,Empty,0
Validation,0180_2018.jpg,2018,Empty,0
Validation,0181_2010.jpg,2010,Empty,0
Validation,0182_2010.jpg,2010,Empty,0
Validation,0183_2010.jpg,2010,Empty,0
Validation,0189_2010.jpg,2010,Empty,0
Validation,0190_2018.jpg,2018,Empty,0
Validation,0191_2018.jpg,2018,Empty,0
Validation,0200_2018.jpg,2018,Empty,0
Validation,0203_2018.jpg,2018,Empty,0
Validation,0205_2010.jpg,2010,Empty,0
Validation,0213_2010.jpg,2010,Empty,0
Validation,0218_2010.jpg,2010,Empty,0
Validation,0221_2010.jpg,2010,Empty,0
Validation,0230_2018.jpg,2018,Empty,0
Validation,0232_2010.jpg,2010,Empty,0
Validation,0233_2010.jpg,2010,Empty,0
Validation,0236_2010.jpg,2010,Empty,0
Validation,0243_2010.jpg,2010,Empty,0
Validation,0243_2018.jpg,2018,Empty,0
Validation,0249_2010.jpg,2010,Empty,0
Validation,0258_2010.jpg,2010,Empty,0
Validation,0263_2018.jpg,2018,Empty,0
Validation,0268_2010.jpg,2010,Empty,0
Validation,0269_2010.jpg,2010,Empty,0
Validation,0271_2018.jpg,2018,Empty,0
Validation,0272_2018.jpg,2018,Empty,0
Validation,0278_2018.jpg,2018,Empty,0
Validation,0281_2010.jpg,2010,Empty,0
Validation,0284_2018.jpg,2018,Empty,0
Validation,0285_2010.jpg,2010,Empty,0
Validation,0290_2010.jpg,2010,Empty,0
Validation,0296_2018.jpg,2018,Empty,0
Validation,0300_2010.jpg,2010,MILCO-only,1
Validation,0300_2018.jpg,2018,Empty,0
Validation,0303_2018.jpg,2018,Empty,0
Validation,0307_2010.jpg,2010,MILCO-only,1
Validation,0310_2018.jpg,2018,Empty,0
Validation,0321_2010.jpg,2010,Empty,0
Validation,0323_2010.jpg,2010,Empty,0
Validation,0324_2018.jpg,2018,NOMBO-only,1
Validation,0327_2010.jpg,2010,NOMBO-only,1
Validation,0329_2018.jpg,2018,MILCO-only,1
Validation,0340_2010.jpg,2010,Empty,0
Validation,0342_2010.jpg,2010,MILCO-only,1
Validation,0353_2018.jpg,2018,Empty,0
Validation,0363_2018.jpg,2018,MILCO-only,1
Validation,0372_2018.jpg,2018,Empty,0
Validation,0374_2018.jpg,2018,MILCO-only,1
Validation,0390_2018.jpg,2018,Empty,0
Validation,0397_2018.jpg,2018,Empty,0
Validation,0399_2018.jpg,2018,Empty,0
Validation,0406_2018.jpg,2018,Empty,0
Validation,0409_2018.jpg,2018,Empty,0
Validation,0416_2018.jpg,2018,Empty,0
Validation,0424_2018.jpg,2018,Empty,0
Validation,0432_2018.jpg,2018,Empty,0
Validation,0433_2018.jpg,2018,Empty,0
Validation,0435_2018.jpg,2018,Mixed,2
Validation,0447_2018.jpg,2018,Empty,0
Validation,0449_2018.jpg,2018,MILCO-only,1
Validation,0450_2018.jpg,2018,Empty,0
Validation,0454_2018.jpg,2018,NOMBO-only,1
Validation,0463_2018.jpg,2018,NOMBO-only,2
Validation,0475_2018.jpg,2018,Empty,0
Validation,0477_2018.jpg,2018,Empty,0
Validation,0478_2018.jpg,2018,Empty,0
Validation,0487_2018.jpg,2018,Empty,0
Validation,0495_2018.jpg,2018,Empty,0
Validation,0501_2018.jpg,2018,Empty,0
Validation,0502_2018.jpg,2018,Empty,0
Validation,0507_2018.jpg,2018,Empty,0
Validation,0508_2018.jpg,2018,Empty,0
Validation,0510_2018.jpg,2018,MILCO-only,1
Validation,0513_2018.jpg,2018,Empty,0
Validation,0516_2018.jpg,2018,Empty,0
Validation,0520_2018.jpg,2018,Empty,0
Validation,0521_2018.jpg,2018,MILCO-only,1
Validation,0534_2018.jpg,2018,Empty,0
Validation,0541_2018.jpg,2018,Empty,0
Validation,0548_2018.jpg,2018,Empty,0
Validation,0549_2018.jpg,2018,Empty,0
Validation,0550_2018.jpg,2018,Empty,0
Validation,0552_2018.jpg,2018,Empty,0
Validation,0557_2018.jpg,2018,Empty,0
Validation,0564_2018.jpg,2018,Empty,0
Test,0001_2018.jpg,2018,Empty,0
Test,0002_2015.jpg,2015,Mixed,5
Test,0002_2017.jpg,2017,MILCO-only,2
Test,0004_2015.jpg,2015,Mixed,5
Test,0006_2018.jpg,2018,Empty,0
Test,0008_2010.jpg,2010,Empty,0
Test,0008_2015.jpg,2015,MILCO-only,7
Test,0011_2017.jpg,2017,Empty,0
Test,0011_2018.jpg,2018,Empty,0
Test,0016_2010.jpg,2010,Empty,0
Test,0016_2021.jpg,2021,MILCO-only,2
Test,0017_2015.jpg,2015,Mixed,3
Test,0018_2017.jpg,2017,Empty,0
Test,0018_2018.jpg,2018,Empty,0
Test,0020_2015.jpg,2015,Mixed,2
Test,0020_2017.jpg,2017,Empty,0
Test,0021_2015.jpg,2015,MILCO-only,4
Test,0021_2017.jpg,2017,Empty,0
Test,0023_2010.jpg,2010,Empty,0
Test,0024_2015.jpg,2015,MILCO-only,1
Test,0025_2010.jpg,2010,Empty,0
Test,0025_2017.jpg,2017,Empty,0
Test,0026_2017.jpg,2017,Empty,0
Test,0026_2018.jpg,2018,Empty,0
Test,0029_2018.jpg,2018,Empty,0
Test,0031_2021.jpg,2021,MILCO-only,1
Test,0032_2015.jpg,2015,Mixed,3
Test,0034_2015.jpg,2015,MILCO-only,2
Test,0038_2018.jpg,2018,Empty,0
Test,0046_2015.jpg,2015,MILCO-only,1
Test,0047_2010.jpg,2010,Empty,0
Test,0048_2018.jpg,2018,NOMBO-only,1
Test,0058_2018.jpg,2018,Empty,0
Test,0065_2017.jpg,2017,Empty,0
Test,0070_2010.jpg,2010,Empty,0
Test,0071_2017.jpg,2017,Empty,0
Test,0072_2017.jpg,2017,Empty,0
Test,0075_2018.jpg,2018,Empty,0
Test,0076_2015.jpg,2015,Mixed,5
Test,0076_2017.jpg,2017,Empty,0
Test,0084_2010.jpg,2010,Empty,0
Test,0087_2018.jpg,2018,Empty,0
Test,0091_2010.jpg,2010,Empty,0
Test,0091_2015.jpg,2015,Mixed,3
Test,0092_2017.jpg,2017,Empty,0
Test,0092_2018.jpg,2018,Empty,0
Test,0093_2010.jpg,2010,Empty,0
Test,0093_2018.jpg,2018,Empty,0
Test,0102_2010.jpg,2010,Empty,0
Test,0102_2015.jpg,2015,MILCO-only,1
Test,0103_2015.jpg,2015,MILCO-only,1
Test,0104_2018.jpg,2018,Empty,0
Test,0105_2010.jpg,2010,Empty,0
Test,0106_2015.jpg,2015,Mixed,3
Test,0107_2010.jpg,2010,Empty,0
Test,0107_2018.jpg,2018,MILCO-only,1
Test,0112_2010.jpg,2010,Empty,0
Test,0113_2015.jpg,2015,Mixed,8
Test,0114_2010.jpg,2010,Empty,0
Test,0114_2015.jpg,2015,Mixed,2
Test,0115_2018.jpg,2018,Empty,0
Test,0117_2015.jpg,2015,MILCO-only,1
Test,0118_2015.jpg,2015,MILCO-only,2
Test,0118_2018.jpg,2018,NOMBO-only,1
Test,0121_2018.jpg,2018,Empty,0
Test,0123_2010.jpg,2010,Empty,0
Test,0124_2018.jpg,2018,Empty,0
Test,0125_2018.jpg,2018,Empty,0
Test,0126_2018.jpg,2018,Empty,0
Test,0127_2010.jpg,2010,Empty,0
Test,0132_2010.jpg,2010,Empty,0
Test,0134_2018.jpg,2018,Empty,0
Test,0136_2010.jpg,2010,Empty,0
Test,0136_2018.jpg,2018,Empty,0
Test,0143_2010.jpg,2010,Empty,0
Test,0147_2018.jpg,2018,MILCO-only,1
Test,0152_2018.jpg,2018,Empty,0
Test,0153_2010.jpg,2010,Empty,0
Test,0159_2018.jpg,2018,Empty,0
Test,0163_2010.jpg,2010,Empty,0
Test,0166_2010.jpg,2010,Empty,0
Test,0175_2010.jpg,2010,Empty,0
Test,0176_2018.jpg,2018,Empty,0
Test,0178_2018.jpg,2018,Empty,0
Test,0180_2010.jpg,2010,Empty,0
Test,0184_2010.jpg,2010,Empty,0
Test,0186_2010.jpg,2010,Empty,0
Test,0188_2018.jpg,2018,Empty,0
Test,0192_2010.jpg,2010,Empty,0
Test,0195_2010.jpg,2010,Empty,0
Test,0196_2018.jpg,2018,Empty,0
Test,0200_2010.jpg,2010,Empty,0
Test,0206_2018.jpg,2018,Empty,0
Test,0207_2010.jpg,2010,MILCO-only,1
Test,0208_2018.jpg,2018,Empty,0
Test,0209_2010.jpg,2010,Empty,0
Test,0210_2018.jpg,2018,Empty,0
Test,0216_2010.jpg,2010,Empty,0
Test,0217_2018.jpg,2018,Empty,0
Test,0227_2018.jpg,2018,Empty,0
Test,0231_2010.jpg,2010,Empty,0
Test,0231_2018.jpg,2018,Empty,0
Test,0236_2018.jpg,2018,Empty,0
Test,0238_2018.jpg,2018,Empty,0
Test,0241_2018.jpg,2018,Empty,0
Test,0242_2018.jpg,2018,Empty,0
Test,0251_2010.jpg,2010,Empty,0
Test,0255_2010.jpg,2010,Empty,0
Test,0255_2018.jpg,2018,Empty,0
Test,0256_2010.jpg,2010,MILCO-only,2
Test,0257_2018.jpg,2018,Empty,0
Test,0264_2010.jpg,2010,Empty,0
Test,0265_2018.jpg,2018,Empty,0
Test,0270_2010.jpg,2010,Empty,0
Test,0270_2018.jpg,2018,MILCO-only,1
Test,0276_2010.jpg,2010,Empty,0
Test,0277_2010.jpg,2010,Empty,0
Test,0283_2010.jpg,2010,Empty,0
Test,0285_2018.jpg,2018,NOMBO-only,1
Test,0286_2010.jpg,2010,Empty,0
Test,0287_2018.jpg,2018,Empty,0
Test,0289_2010.jpg,2010,Empty,0
Test,0289_2018.jpg,2018,Empty,0
Test,0291_2010.jpg,2010,Empty,0
Test,0291_2018.jpg,2018,Empty,0
Test,0294_2018.jpg,2018,Empty,0
Test,0295_2010.jpg,2010,Empty,0
Test,0301_2010.jpg,2010,Empty,0
Test,0301_2018.jpg,2018,Empty,0
Test,0307_2018.jpg,2018,Empty,0
Test,0319_2018.jpg,2018,NOMBO-only,1
Test,0321_2018.jpg,2018,Empty,0
Test,0322_2010.jpg,2010,MILCO-only,1
Test,0323_2018.jpg,2018,Empty,0
Test,0328_2010.jpg,2010,NOMBO-only,1
Test,0329_2010.jpg,2010,Empty,0
Test,0330_2010.jpg,2010,Empty,0
Test,0330_2018.jpg,2018,MILCO-only,1
Test,0331_2010.jpg,2010,Empty,0
Test,0332_2018.jpg,2018,MILCO-only,2
Test,0333_2010.jpg,2010,Empty,0
Test,0336_2010.jpg,2010,Empty,0
Test,0337_2018.jpg,2018,MILCO-only,1
Test,0338_2010.jpg,2010,MILCO-only,1
Test,0339_2018.jpg,2018,Empty,0
Test,0343_2010.jpg,2010,MILCO-only,1
Test,0344_2018.jpg,2018,Mixed,2
Test,0354_2018.jpg,2018,Empty,0
Test,0355_2018.jpg,2018,Empty,0
Test,0367_2018.jpg,2018,MILCO-only,2
Test,0369_2018.jpg,2018,MILCO-only,1
Test,0375_2018.jpg,2018,MILCO-only,1
Test,0376_2018.jpg,2018,MILCO-only,1
Test,0382_2018.jpg,2018,Empty,0
Test,0384_2018.jpg,2018,Empty,0
Test,0391_2018.jpg,2018,Empty,0
Test,0407_2018.jpg,2018,Empty,0
Test,0422_2018.jpg,2018,Empty,0
Test,0426_2018.jpg,2018,NOMBO-only,1
Test,0430_2018.jpg,2018,Empty,0
Test,0452_2018.jpg,2018,NOMBO-only,1
Test,0462_2018.jpg,2018,NOMBO-only,1
Test,0474_2018.jpg,2018,Empty,0
Test,0483_2018.jpg,2018,Empty,0
Test,0492_2018.jpg,2018,Empty,0
Test,0494_2018.jpg,2018,Empty,0
Test,0498_2018.jpg,2018,Empty,0
Test,0511_2018.jpg,2018,Empty,0
Test,0514_2018.jpg,2018,Empty,0
Test,0526_2018.jpg,2018,Empty,0
Test,0529_2018.jpg,2018,Empty,0
Test,0535_2018.jpg,2018,Empty,0
Test,0540_2018.jpg,2018,Empty,0
Test,0543_2018.jpg,2018,Empty,0
Test,0553_2018.jpg,2018,Empty,0
Test,0563_2018.jpg,2018,Empty,0
